32,0.3971,0.6667,2,0.9,1.0,1.0,1.0,0.8,0.85,1.0,0.575,0.1285,0.4667,0.8,2.0
33,0.3971,0.6667,1,1.0,1.0,0.0,1.0,1.0,0.45,0.8333,0.925,0.45,0.7333,0.8333,2.0
34,0.397,0.3333,1,0.4,0.5,0.0,0.8333,0.95,0.1772,1.0,1.0,0.85,0.2889,0.8,4.0
35,0.3971,0.6667,2,0.1,0.6667,0.6,1.0,0.925,0.825,0.8333,0.825,0.925,0.7111,0.6667,1.0
36,0.3971,0.6667,2,1.0,0.8333,0.8,0.3333,0.55,0.192,1.0,0.0575,0.1362,0.7556,0.6667,2.0
37,0.342,0.3333,1,0.7,0.5,0.8,0.6667,0.0,0.525,0.1067,0.425,0.5,0.3556,0.8,4.0
38,0.342,0.3333,1,0.6,0.6667,0.2,0.3333,0.875,0.925,0.6667,0.825,0.225,0.2,0.8,3.0
39,0.342,0.3333,1,0.7,0.3333,1.0,0.6667,0.9,0.8,1.0,0.8,0.7,0.1778,0.8,3.0
40,0.34,0.3333,1,0.5,1.0,0.6,1.0,1.0,0.025,0.0,0.475,0.3,0.2,0.8,4.0
41,0.397,0.3333,1,0.5,0.8333,0.4,0.8333,1.0,0.6,0.8333,0.9,0.7,0.7222,0.8,1.0
42,0.34,0.3333,1,0.8,1.0,0.0,0.2367,0.975,0.118,0.1417,0.0652,0.1832,0.2889,0.4333,4.0
43,0.364,0.6667,1,0.2,1.0,0.6,0.5,0.925,0.1285,0.12,0.825,0.204,0.1889,0.4417,4.0
44,0.397,0.3333,1,0.8,0.8333,0.6,1.0,0.95,0.8,0.6667,0.6,0.675,0.7222,0.8,1.0
45,0.34,0.3333,1,1.0,1.0,0.6,0.5,0.425,0.6,0.6667,0.9,0.45,0.6333,1.0,2.0
46,0.397,1.0,1,1.0,1.0,0.9,0.2167,0.675,0.135,0.1367,0.0617,0.1778,0.2444,0.45,4.0
47,0.397,0.3333,1,0.3,0.0883,0.2,0.8333,0.95,0.375,0.6667,0.725,0.25,0.3667,0.8,3.0
48,0.364,0.6667,1,0.6,0.1117,0.8,0.2383,0.1108,0.1305,0.1583,0.0657,0.2027,0.2,0.45,4.0
49,0.34,0.3333,1,1.0,0.6667,0.6,0.6667,1.0,0.85,0.8333,0.525,0.168,0.2444,0.8333,3.0
50,0.397,0.3333,1,0.8,1.0,0.8,0.8333,0.85,0.8,0.6667,0.325,0.65,0.2889,0.8,3.0
51,0.397,0.3333,1,0.7,1.0,1.0,0.8333,0.9,0.325,1.0,0.575,0.75,0.5111,0.8,3.0
52,0.397,0.3333,1,0.8,0.6667,0.4,0.8333,0.825,0.675,0.6667,0.25,0.375,0.4222,0.8,3.0
53,0.397,0.6667,1,1.0,0.6667,0.6,0.5,0.95,0.95,0.8333,0.8,0.775,0.5111,0.8333,3.0
54,0.364,0.6667,1,0.6,1.0,0.6,0.5,0.925,0.1283,0.135,0.15,0.2015,0.0641,0.4633,4.0
55,0.34,0.3333,1,0.2,1.0,0.6,1.0,0.106,0.146,0.6667,0.0667,0.525,0.2778,0.47,4.0
56,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
57,0.34,0.3333,1,0.7,0.8333,0.4,0.8333,0.9,0.161,0.3333,0.063,0.55,0.5111,0.8,3.0
58,0.34,0.3333,1,0.5,1.0,0.0,1.0,0.9,0.1505,0.3333,0.0577,0.1877,0.5222,0.6667,3.0
59,0.34,0.3333,1,0.7,0.165,0.0,0.2367,0.102,0.1135,0.1583,0.0662,0.1867,0.1556,0.4517,4.0
60,0.3972,0.3333,1,0.1,0.6667,0.6,1.0,1.0,0.975,1.0,0.825,0.7,0.7444,0.8333,1.0
61,0.34,0.3333,1,0.5,1.0,0.8,1.0,0.8,0.165,0.6667,0.4,0.55,0.3556,0.8,3.0
62,0.34,0.3333,1,0.4,0.1183,0.6,0.3333,0.0,0.1118,0.1517,0.0625,0.2017,0.1333,0.4633,4.0
63,0.342,0.3333,1,0.5,1.0,0.4,1.0,1.0,0.325,0.8333,0.4,0.45,0.2889,0.8,3.0
64,0.342,0.3333,1,0.2,1.0,0.6,0.3333,0.525,0.123,0.1317,0.0662,0.2027,0.1667,0.4633,4.0
65,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
66,0.3972,0.3333,1,0.3,0.5,0.8,0.6667,0.9,0.275,0.5,0.15,0.193,0.3889,0.8,3.0
67,0.34,0.3333,1,1.0,0.8333,0.6,1.0,0.9,0.225,1.0,0.7,0.925,0.5333,0.8333,2.0
68,0.342,0.3333,1,0.9,1.0,0.8,0.8333,0.85,0.85,1.0,0.25,0.7,0.2222,0.8,3.0
69,0.342,0.3333,1,0.4,0.0,1.0,0.8333,0.9,0.85,1.0,0.3,0.5,0.6222,0.8,3.0
70,0.34,0.3333,1,0.2,0.1183,0.6,0.5,0.425,0.1343,0.5,0.0585,0.2017,0.2267,0.8,4.0
71,0.342,0.3333,1,0.2,1.0,0.6,0.2317,0.95,0.9,0.6667,0.275,0.2,0.4444,0.8,3.0
72,0.34,0.3333,1,0.4,0.8333,0.6,1.0,0.95,0.1687,1.0,0.0637,0.5,0.3556,0.8,3.0
73,0.34,0.3333,1,0.9,1.0,1.0,0.8333,0.85,0.9,1.0,0.425,0.9,0.4667,0.8,3.0
74,0.342,0.3333,1,1.0,0.6667,0.6,0.1667,0.7,0.1393,0.3333,0.072,0.188,0.1556,0.6667,4.0
75,0.34,0.3333,1,1.0,0.1483,0.7,0.8333,0.975,0.1408,0.8333,0.0675,0.1815,0.2556,0.45,4.0
76,0.342,0.3333,1,0.1,0.6667,0.6,1.0,0.725,0.1608,0.8333,0.65,0.45,0.1889,0.5,4.0
77,0.34,0.3333,1,0.1,0.6667,0.7,0.5,0.35,0.1455,0.5,0.2,0.2005,0.2778,0.8333,4.0
78,0.397,0.3333,1,0.4,0.5,0.8,0.8333,0.9,0.425,1.0,0.475,0.75,0.3778,0.8,3.0
79,0.342,0.3333,1,0.9,0.165,0.6,0.3333,0.0,0.1503,0.6667,0.0712,0.1877,0.0889,0.465,4.0
80,0.397,0.3333,1,0.8,1.0,0.6,0.8333,0.95,0.775,0.8333,0.775,0.525,0.3222,0.8,3.0
81,0.476,0.3333,1,0.7,1.0,1.0,1.0,0.9,0.925,1.0,0.475,0.0,0.8889,0.8,1.0
82,0.34,0.3333,1,0.5,0.6667,0.4,0.6667,0.95,0.55,0.6667,0.425,0.4,0.3778,0.8,3.0
83,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
84,0.397,0.3333,1,0.7,0.3333,1.0,0.6667,0.85,0.8,1.0,0.325,0.9,0.2111,0.8,3.0
85,0.342,0.3333,1,0.5,0.6667,0.6,0.8333,0.9,0.525,0.8333,0.8,0.25,0.3333,0.8,3.0
86,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
87,0.34,0.3333,3,0.5,0.6667,0.6,0.6667,0.95,0.6,0.6667,0.475,0.4,0.5444,0.8,3.0
88,0.342,0.3333,1,0.2,1.0,0.6,0.2233,0.9,0.9,0.0,0.675,0.425,0.3556,0.8,3.0
89,0.34,0.3333,1,0.7,1.0,0.8,0.2333,0.9,0.1233,0.1433,0.0555,0.1772,0.5778,0.455,4.0
90,0.4075,0.3333,1,0.6,0.085,0.4,0.235,0.825,0.1548,0.1633,0.0602,0.2052,0.6444,0.46,4.0
91,0.397,0.3333,1,0.5,0.6667,0.6,0.8333,1.0,0.65,0.6667,0.525,0.8,0.5556,0.8,2.0
92,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
93,0.34,0.3333,1,0.1,0.6667,0.6,1.0,0.775,0.925,0.8333,0.925,0.55,0.3889,0.8333,3.0
94,0.397,0.3333,1,0.8,0.8333,0.6,0.8333,0.95,0.8,0.6667,0.65,0.675,0.6444,0.8,1.0
95,0.34,0.3333,1,1.0,0.8333,0.6,0.5,0.9,0.8,0.8333,0.65,0.55,0.4778,0.8333,3.0
96,0.397,0.3333,1,0.3,0.085,0.8,0.6667,0.9,0.1905,0.5,0.0,0.196,0.4,0.8,3.0
97,0.342,0.3333,1,0.9,1.0,0.2,0.2317,0.0713,0.125,0.1383,0.0692,0.1862,0.1333,0.4517,4.0
98,0.34,0.3333,1,0.1,0.6667,0.4,0.235,0.1088,0.128,0.16,0.0532,0.2002,0.5556,0.4567,4.0
99,0.34,0.3333,1,0.5,0.6667,0.8,1.0,1.0,0.125,0.8333,0.65,0.15,0.4889,0.8,3.0
100,0.342,0.3333,1,0.4,1.0,0.6,0.6667,1.0,0.4,1.0,0.575,0.5,0.5778,0.8,3.0
101,0.397,0.3333,1,0.7,1.0,1.0,0.8333,0.9,0.975,1.0,0.95,0.9,0.8,0.8,1.0
102,0.342,0.3333,1,0.4,1.0,0.8,1.0,0.95,0.975,1.0,0.425,0.5,0.7111,0.8,2.0
103,0.34,0.3333,1,0.6,1.0,0.6,0.6667,0.95,0.1145,0.1317,0.0677,0.1965,0.2556,0.4583,4.0
104,0.34,0.6667,1,0.3,0.6667,0.6,1.0,0.95,0.9,0.6667,0.95,0.7,0.4444,0.8,2.0
105,0.364,0.6667,1,0.3,0.6667,0.4,0.6667,0.4,0.1418,0.165,0.05,0.2042,0.3,0.4633,4.0
106,0.397,0.6667,1,0.3,0.8333,0.8,0.8333,1.0,0.65,0.8333,0.85,0.75,0.6222,0.8,1.0
107,0.5452,0.3333,1,1.0,1.0,0.9,0.8333,0.925,0.95,0.8333,1.0,1.0,0.8511,0.8333,1.0
108,0.342,0.3333,1,0.1,0.6667,0.8,1.0,0.925,0.1488,0.6667,0.0617,0.2027,0.1333,0.5,4.0
109,0.397,1.0,1,0.6,0.0,0.6,0.5,0.425,0.1718,0.6667,0.3,0.2025,0.3222,0.8,4.0
110,0.3661,1.0,1,0.3,0.6667,0.0,0.6667,0.116,0.1303,0.1617,0.0657,0.2045,0.2222,0.465,4.0
111,0.397,0.6667,1,0.1,0.6667,0.6,0.23,1.0,0.875,0.3333,0.85,0.1942,0.3222,0.3333,3.0
112,0.875,0.3333,1,1.0,1.0,0.9,1.0,0.112,0.194,1.0,1.0,0.85,0.6889,0.4667,2.0
113,0.397,0.6667,1,0.3,0.6667,0.2,0.235,0.116,0.1375,0.1567,0.0627,0.2085,0.2111,0.45,4.0
114,0.397,1.0,1,0.8,1.0,0.4,0.5,0.825,0.1845,0.6667,0.625,0.5,0.0646,0.8,3.0
115,0.397,0.3333,1,0.8,0.1583,0.0,0.2333,0.068,0.1603,0.1733,0.0637,0.1795,0.0556,0.45,1.0
116,0.34,0.3333,1,0.9,1.0,1.0,0.8333,0.95,0.1572,1.0,0.425,0.1375,0.3,0.8,3.0
117,0.397,0.6667,1,0.8,0.8333,0.2,0.5,0.067,0.1443,0.1667,0.069,0.189,0.1111,0.465,4.0
118,0.34,0.3333,1,0.4,1.0,1.0,1.0,0.95,0.775,1.0,0.425,0.9,0.6444,0.8,2.0
119,0.3971,0.6667,2,0.3,0.8333,0.6,1.0,1.0,0.4,0.8333,0.6,0.25,0.4889,0.8,2.0
120,0.397,0.3333,1,1.0,1.0,0.8,1.0,1.0,0.85,1.0,0.775,0.65,0.2333,1.0,2.0
121,0.397,0.6667,1,0.8,0.8333,0.4,0.6667,0.975,0.925,1.0,0.825,0.375,0.1889,0.8,3.0
122,0.3971,0.6667,2,0.1,0.6667,0.6,0.8333,0.875,0.4,0.8333,0.95,0.575,0.4333,0.8333,2.0
123,0.397,0.6667,1,0.1,0.6667,0.6,0.6667,0.925,0.725,0.8333,0.9,0.45,0.4,1.0,3.0
124,0.3971,0.6667,2,0.1,0.6667,1.0,1.0,1.0,0.95,1.0,0.7,0.975,0.9667,0.6667,1.0
125,0.3971,0.6667,2,0.9,1.0,1.0,1.0,0.9,0.925,1.0,0.9,0.75,0.7111,0.8,1.0
126,0.3484,0.6667,1,0.3,1.0,0.4,1.0,1.0,0.9,0.8333,1.0,0.7,0.7667,0.8,1.0
127,0.3484,0.6667,1,0.7,0.8333,1.0,0.3333,0.4,0.375,1.0,0.0665,0.141,0.3333,0.4633,3.0
128,0.397,0.6667,1,0.4,0.0617,0.0,0.8333,0.1085,0.8,0.17,0.525,0.19,0.4,0.46,3.0
129,0.34,0.6667,1,0.8,0.8333,0.6,0.3333,0.95,0.1295,0.1633,0.064,0.186,0.4222,0.4533,4.0
130,0.397,0.6667,1,1.0,1.0,0.6,1.0,1.0,0.3,0.8333,0.975,0.475,0.3556,0.8333,3.0
131,0.397,0.6667,1,0.2,0.8333,0.2,0.2333,0.0678,0.1375,0.1567,0.0627,0.208,0.0133,0.45,4.0
132,0.397,0.6667,1,1.0,0.8333,0.8,0.8333,0.925,0.75,0.8333,0.775,0.75,0.3333,1.0,3.0
133,0.3971,0.6667,2,0.6,1.0,0.8,1.0,0.425,0.325,0.5,0.825,0.6,0.5222,0.8,2.0
134,0.397,0.6667,1,0.3,0.6667,0.4,0.6667,1.0,0.5,0.8333,0.8,0.5,0.2222,0.8,3.0
135,0.3971,0.6667,2,0.1,0.6667,0.6,0.6667,0.875,0.925,0.6667,0.55,0.184,0.4667,0.8333,2.0
136,0.3971,0.6667,1,0.1,0.6667,0.8,0.6667,0.875,0.875,0.8333,0.725,0.45,0.5889,0.5,1.0
137,0.3971,0.6667,2,0.9,1.0,0.8,0.6667,0.95,0.875,0.6667,0.75,0.95,0.9556,0.8,1.0
138,0.3971,0.6667,2,0.4,1.0,0.4,0.8333,0.9,0.85,1.0,0.45,0.55,0.8,0.8,1.0
139,0.3971,0.6667,2,0.9,0.8333,1.0,1.0,1.0,0.35,1.0,0.5,0.95,0.8889,0.8,1.0
140,0.3971,0.6667,2,0.8,0.8333,0.8,0.6667,0.95,0.8,0.8333,0.75,0.75,0.5111,0.8,2.0
141,0.3971,0.6667,2,0.5,0.6667,0.4,0.235,0.45,0.1933,0.8333,0.275,0.35,0.6356,0.8,3.0
142,0.3971,0.6667,2,1.0,1.0,0.9,1.0,0.975,0.1915,0.6667,0.0582,0.1703,0.4333,0.455,3.0
143,0.3971,0.6667,2,0.9,0.1383,0.8,1.0,0.75,0.325,1.0,0.425,0.85,0.6444,0.8,2.0
144,0.3971,0.6667,2,0.9,1.0,0.8,0.8333,0.85,0.775,1.0,0.25,0.9,0.7778,0.485,1.0
145,0.3971,0.6667,2,0.4,1.0,0.8,0.8333,0.85,0.168,0.1583,0.0492,0.1912,0.4889,0.4667,3.0
146,0.3971,0.6667,2,0.9,1.0,0.8,1.0,1.0,0.95,1.0,0.75,0.9,0.8889,0.8,1.0
147,0.631,0.0,1,0.2,0.1217,0.4,0.6667,0.4,0.25,0.6667,0.15,0.45,0.1444,0.8,3.0
148,0.397,0.6667,1,0.8,0.8333,0.0,0.5,0.975,0.275,0.5,0.625,0.18,0.6444,0.8,3.0
149,0.3484,1.0,1,0.9,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.9,0.5333,0.8,1.0
150,0.34,0.3333,1,0.101,0.1117,0.012,0.2367,0.0632,0.1342,0.1716,0.061,0.1927,0.0482,0.45,1.0
151,0.342,1.0,1,0.101,0.1017,0.012,0.2367,0.0632,0.149,0.175,0.064,0.1965,0.0457,0.4483,1.0
152,0.342,0.3333,1,0.2,1.0,0.4,0.8333,0.925,0.925,0.0,0.65,0.75,0.1822,0.8,4.0
